Record,Vital,Lag,MAE,RMSE,MAPE
p000894-2108-11-13-22-25n,SpO2,1,0.6747907945201504,0.7569993505964695,0.6777631949975893
p001006-2158-10-24-13-35n,HR,1,0.8909731690974354,1.0027867155178514,1.238415402911177
p001006-2158-10-24-13-35n,RESP,1,1.462463994879052,1.7899455377097246,5.958781411660754
p001006-2158-10-24-13-35n,SpO2,1,1.3098187448296088,1.5222942426766357,1.364743922832764
p001028-2168-03-09-15-41n,HR,4,3.0466400279825847,3.123118930766175,3.8557124408526473
p001028-2168-03-09-15-41n,RESP,4,2.3724728775241166,2.6704674186754165,9.41420711256305
p001028-2168-03-09-15-41n,SpO2,4,1.6367334694253686,1.7789054973002574,1.652242817587441
p001029-2178-07-06-20-22n,HR,2,5.753371992383885,7.411634336875279,6.129772951879623
p001029-2178-07-06-20-22n,RESP,2,1.7973521442503397,2.617610747280812,11.204043551044524
p001029-2178-07-06-20-22n,SpO2,2,2.0793664512451002,2.365875869110445,2.2152114540424437
p001033-2112-02-26-14-26n,HR,1,2.3209325877592297,3.1886970410057014,5.1439919924481
p001033-2112-02-26-14-26n,RESP,1,0.35943748276082504,0.4660568624179268,2.5546452893190312
p001033-2112-02-26-14-26n,SpO2,1,0.07346855511329124,0.07364685175200406,0.07346855511329124
p001038-2197-06-14-13-02n,HR,5,26.5879999177587,33.39374831895339,19.554466982960232
p001038-2197-06-14-13-02n,RESP,5,4.582072699941216,5.008140853610732,26.110580249477046
p001038-2197-06-14-13-02n,SpO2,5,0.49422711231992905,0.6722674379081873,0.4991272549586866
p001200-2120-07-15-22-37n,HR,3,1.8667283029205806,2.0428520567053714,2.3399176226131027
p001200-2120-07-15-22-37n,RESP,3,2.6474733614698716,3.1453098314633414,11.711527056666366
p001200-2120-07-15-22-37n,SpO2,3,0.19825722654924077,0.2075137881443212,0.1982611032297461
p001222-2199-08-03-19-13n,HR,1,4.965651200357522,5.4636324851179605,4.983078412424315
p001222-2199-08-03-19-13n,RESP,1,2.478504304752758,3.0444146123884033,10.774441150814305
p001222-2199-08-03-19-13n,SpO2,1,0.18310556596478023,0.26055781459728256,0.1838694877081578
p001222-2199-08-05-16-32n,HR,1,3.988373947536908,4.593320743382312,5.522272708227546
p001222-2199-08-05-16-32n,RESP,1,4.298575267006666,5.105127790046612,25.61671367510856
p001222-2199-08-05-16-32n,SpO2,1,0.07348185650272683,0.10226504854426312,0.07359729589968154
p001222-2199-08-21-13-19n,HR,1,2.4905015138452726,2.8797080117484963,2.479773066917935
p001222-2199-08-21-13-19n,RESP,1,1.5948411536219602,1.8720795367774317,7.054114092990601
p001222-2199-08-21-13-19n,SpO2,1,0.7802336556120281,0.8797564499969073,0.8173343048567933
p001224-2187-06-15-18-00n,HR,1,4.9924515333786825,7.013630939837011,5.591073297278957
p001224-2187-06-15-18-00n,RESP,1,2.2747583585257187,2.3871795964801326,10.794414041411745
p001224-2187-06-15-18-00n,SpO2,1,0.8623168233756132,1.3998483750509791,0.9028063176957902
p001226-2153-04-30-16-12n,HR,1,1.4643926154989628,1.6558922808162402,2.2898934185029427
p001226-2153-04-30-16-12n,RESP,1,2.103931950227893,2.3756551112145816,14.69800144753207
p001226-2153-04-30-16-12n,SpO2,1,0.9355999529887129,0.9864299391269031,0.9547162025513886
p001241-2136-10-01-15-38n,HR,4,1.1493508052465315,1.5179053822482473,1.330834126985549
p001241-2136-10-01-15-38n,RESP,4,2.119710710038528,2.6438956477837463,12.91545213867778
p001241-2136-10-01-15-38n,SpO2,4,0.747809548231318,0.8603494714208791,0.7536575809589512
p001331-2125-04-12-19-14n,HR,2,9.532497238306938,11.469783529325612,7.602433269319428
p001331-2125-04-12-19-14n,RESP,2,2.274238733666592,2.8066712077655707,12.129631192471086
p001331-2125-04-12-19-14n,SpO2,2,0.3467874271722337,0.3892013736460548,0.3478892592593783
p001414-2177-02-20-16-02n,HR,1,5.583839469931354,6.370396673331662,5.555990466599554
p001414-2177-02-20-16-02n,RESP,1,3.0500875423796856,3.3513638177459852,16.935601900894767
p001414-2177-02-20-16-02n,SpO2,1,1.7725942775323773,1.9993359795247119,1.8318313079245807
